TalkEnglish Logo
Toggle English Lesson Menu
TalkEnglish Home Button
Lesson Search

Search
ENGLISH LESSONS
Speaking English Lessons
English Listening Lessons
Extra English Lessons
Full Lesson Index
EXTRAS
English Speaking Articles
Download Offline Version
FB	TW	

Top 2000 Vocabulary Words
The list of words below are the most frequently used 2265 words in Spoken English. The words were selected by analyzing more than 250,000 words from hundreds of conversations. The only words to make it into the list were those that were also found in the BNC top 3,000, The COCA 5,000, and the Longman 3,000.

The frequency number is how often the word appears out of 250,000 words. For example if you divide 250,000 by 9243, then we can see that the word "the" appears once in every 27 words. However, this number should only be used as a general guide. The numbers can change depending on the topic, demographic, and many other variables. Although the number cannot be accurate, it can be used to provide insight into the frequency of words in relation to other words.

The Type column refers to what type of word it is. In many cases, a word can be multiple types. The first one listed is more frequently used than the second. For example, the word "can" is used as an auxiliary verb such as, "I can ride a bike." Also, it is a noun such as can of food. In this particular case, "can" is used commonly in both ways, but it is more frequently used as an auxiliary verb. In some cases, the third or fourth type might not be used regularly.

There can be typos or errors.  If you find anything that is incorrect, please email talkenglish@talkenglish.com.  We will do our best to correct everything.

Word	Frequency	Type
lie	6		(noun,verb,idiom)
married	6		(past,verb,adjective)
narrow	6		(adjective,verb,noun)
nose	6		(noun,verb,idiom)
partner	6		(noun,verb)
profile	6		(noun,verb)
respect	6		(noun,verb)
rice	6		(noun,verb)
schedule	6		(noun,verb)
telephone	6		(noun,verb)
tip	6		(noun,verb)
bag	5		(noun,verb)
battle	5		(noun,verb)
bed	5		(noun,verb)
bill	5		(noun,verb)
bother	5		(noun,verb)
cake	5		(noun,verb)
code	5		(noun,verb)
curve	5		(noun,verb,idiom)
dimension	5		(noun,verb)
ease	5		(noun,verb)
farm	5		(noun,verb,idiom)
fight	5		(noun,verb)
gap	5		(noun,verb)
grade	5		(noun,verb)
horse	5		(noun,verb,adjective)
host	5		(noun,verb)
husband	5		(noun,verb)
loan	5		(noun,verb,idiom)
mistake	5		(noun,verb,idiom)
nail	5		(noun,verb,idiom)
noise	5		(noun,verb)
occasion	5		(noun,verb,idiom)
package	5		(noun,verb)
pause	5		(noun,verb,idiom)
phrase	5		(noun,verb)
race	5		(noun,verb)
sand	5		(noun,verb,idiom)
sentence	5		(noun,verb)
shoulder	5		(noun,verb,idiom)
smoke	5		(noun,verb,idiom)
stomach	5		(noun,verb)
string	5		(noun,verb,idiom)
surprised	5		(past,verb)
towel	5		(noun,verb)
vacation	5		(noun,verb)
wheel	5		(noun,verb,idiom)
arm	4		(noun,verb)
associate	4		(noun,verb,adjective)
bet	4		(noun,verb)
blow	4		(noun,verb)
border	4		(noun,verb)
branch	4		(noun,verb)
breast	4		(noun,verb)
buddy	4		(noun,verb)
bunch	4		(noun,verb)
chip	4		(noun,verb)
coach	4		(noun,verb,adverb)
cross	4		(noun,verb,adjective)
document	4		(noun,verb)
draft	4		(noun,verb,adjective)
dust	4		(noun,verb)
floor	4		(noun,verb)
golf	4		(noun,verb)
habit	4		(noun,verb)
iron	4		(noun,verb)
judge	4		(noun,verb)
knife	4		(noun,verb)
landscape	4		(noun,verb)
league	4		(noun,verb)
mail	4		(noun,verb)
mess	4		(noun,verb)
parent	4		(noun,verb)
pattern	4		(noun,verb)
pin	4		(noun,verb)
pool	4		(noun,verb)
pound	4		(noun,verb)
request	4		(noun,verb)
salary	4		(noun,verb)
shame	4		(noun,verb)
shelter	4		(noun,verb)
shoe	4		(noun,verb)
tackle	4		(noun,verb)
tank	4		(noun,verb)
trust	4		(noun,verb)
assist	3		(noun,verb)
bake	3		(noun,verb)
bar	3		(noun,verb,preposition)
bell	3		(noun,verb)
bike	3		(noun,verb)
blame	3		(noun,verb)
brick	3		(noun,verb)
chair	3		(noun,verb)
closet	3		(noun,verb,adjective)
clue	3		(noun,verb)
collar	3		(noun,verb)
comment	3		(noun,verb)
conference	3		(noun,verb)
devil	3		(noun,verb)
diet	3		(noun,verb)
fear	3		(noun,verb)
fuel	3		(noun,verb)
glove	3		(noun,verb)
jacket	3		(noun,verb)
lunch	3		(noun,verb)
monitor	3		(noun,verb)
mortgage	3		(noun,verb)
nurse	3		(noun,verb)
pace	3		(noun,verb,preposition)
panic	3		(noun,verb)
peak	3		(noun,verb,adjective)
provided	3		(past,verb)
reward	3		(noun,verb)
row	3		(noun,verb)
sandwich	3		(noun,verb)
shock	3		(noun,verb)
spite	3		(noun,verb)
spray	3		(noun,verb)
surprise	3		(noun,verb)
till	3		(noun,verb)
transition	3		(noun,verb)
weekend	3		(noun,verb)
yard	3		(noun,verb)
alarm	2		(noun,verb)
bend	2		(noun,verb)
bicycle	2		(noun,verb)
bite	2		(noun,verb)
blind	2		(noun,verb,adjective)
bottle	2		(noun,verb)
cable	2		(noun,verb)
candle	2		(noun,verb)
clerk	2		(noun,verb)
cloud	2		(noun,verb)
concert	2		(noun,verb)
counter	2		(noun,verb,adverb)
dirty	2		(adjective,verb)
flower	2		(noun,verb)
grandfather	2		(noun,verb)
harm	2		(noun,verb)
knee	2		(noun,verb)
lawyer	2		(noun,verb)
load	2		(noun,verb)
loose	2		(adjective,verb)
mirror	2		(noun,verb)
neck	2		(noun,verb)
pension	2		(noun,verb)
plate	2		(noun,verb)
pleased	2		(past,verb)
proposed	2		(past,verb)
ruin	2		(noun,verb)
ship	2		(noun,verb)
skirt	2		(noun,verb)
slice	2		(noun,verb)
snow	2		(noun,verb)
stroke	2		(noun,verb)
switch	2		(noun,verb)
tired	2		(past,verb)
trash	2		(noun,verb)
tune	2		(noun,verb)
worried	2		(past,verb)
zone	2		(noun,verb)
anger	1		(noun,verb)
award	1		(noun,verb)
bid	1		(noun,verb)
boot	1		(noun,verb)
bug	1		(noun,verb)
camp	1		(noun,verb,adjective)
candy	1		(noun,verb)
carpet	1		(noun,verb)
cat	1		(noun,verb)
champion	1		(noun,verb)
channel	1		(noun,verb)
clock	1		(noun,verb)
comfort	1		(noun,verb)
cow	1		(noun,verb)
crack	1		(noun,verb,adjective)
disappointed	1		(past,verb)
empty	1		(adjective,verb,noun)
engineer	1		(noun,verb)
entrance	1		(noun,verb)
fault	1		(noun,verb)
grass	1		(noun,verb)
guy	1		(noun,verb)
highlight	1		(noun,verb)
island	1		(noun,verb)
joke	1		(noun,verb)
jury	1		(noun,verb,adjective)
leg	1		(noun,verb)
lip	1		(noun,verb)
mate	1		(noun,verb)
nerve	1		(noun,verb)
passage	1		(noun,verb)
pen	1		(noun,verb)
pride	1		(noun,verb)
priest	1		(noun,verb)
promise	1		(noun,verb)
resort	1		(noun,verb)
ring	1		(noun,verb)
roof	1		(noun,verb)
rope	1		(noun,verb)
sail	1		(noun,verb)
scheme	1		(noun,verb)
script	1		(noun,verb)
slight	1		(adjective,verb,noun)
smart	1		(adjective,verb,noun)
sock	1		(noun,verb)
station	1		(noun,verb)
toe	1		(noun,verb)
tower	1		(noun,verb)
truck	1		(noun,verb)
witness	1		(noun,verb)


Learn English speaking much FASTER by downloading the TalkEnglish Offline Package and submerge yourself with over 8,000 audio files and over 800 pages of lessons!  Then you can study without Internet connection and also listen to audio files using your MP3 player at any time. Go to the English Download page and download today!


Copyright © 2005 - 2015 TALKENGLISH.COM
TERMS OF USE  |  CONTACT  |  PRIVACY POLICY  |  FAQs
TalkEnglish Logo
Toggle English Lesson Menu
TalkEnglish Home Button
Lesson Search

Search
ENGLISH LESSONS
Speaking English Lessons
English Listening Lessons
Extra English Lessons
Full Lesson Index
EXTRAS
English Speaking Articles
Download Offline Version
FB	TW	

Top 500 Adjectives
Out of the 2265 most frequently used words, 528 were identified as adjectives. However, 393 words were primarily used as adjectives, while the remaining 135 words were different types but could be used as an adjective. For example, the word "gold" is a noun, such as, "The price of gold is very high right now." However, it can also be an adjective, "The gold trims are beautiful."

Because of the multiple meaning of words, the ordering of words were conducted by 1) taking the frequency of only adjective types, then 2) taking the frequency of (adjectives + other type), then finally 3) taking the frequency of (other type + adjectives).

There can be typos or errors.  If you find anything that is incorrect, please email talkenglish@talkenglish.com.  We will do our best to correct everything.

Word	Frequency	Type
different	215		(adjective)
used	204		(adjective)
important	160		(adjective)
every	95		(adjective)
large	95		(adjective)
available	94		(adjective)
popular	81		(adjective)
able	74		(adjective)
basic	61		(adjective)
known	60		(adjective)
various	59		(adjective)
difficult	58		(adjective)
several	55		(adjective)
united	55		(adjective)
historical	52		(adjective)
hot	50		(adjective)
useful	49		(adjective)
mental	47		(adjective)
scared	45		(adjective)
additional	41		(adjective)
emotional	35		(adjective)
old	34		(adjective)
political	34		(adjective)
similar	32		(adjective)
healthy	30		(adjective)
financial	29		(adjective)
medical	29		(adjective)
traditional	29		(adjective)
federal	28		(adjective)
entire	27		(adjective)
strong	27		(adjective)
actual	26		(adjective)
significant	24		(adjective)
successful	24		(adjective)
electrical	23		(adjective)
expensive	23		(adjective)
pregnant	23		(adjective)
intelligent	20		(adjective)
interesting	20		(adjective)
poor	20		(adjective)
happy	19		(adjective)
responsible	19		(adjective)
cute	18		(adjective)
helpful	18		(adjective)
recent	18		(adjective)
willing	18		(adjective)
nice	17		(adjective)
wonderful	17		(adjective)
impossible	16		(adjective)
serious	16		(adjective)
huge	15		(adjective)
rare	15		(adjective)
technical	15		(adjective)
typical	15		(adjective)
competitive	14		(adjective)
critical	14		(adjective)
electronic	14		(adjective)
immediate	14		(adjective)
aware	13		(adjective)
educational	13		(adjective)
environmental	13		(adjective)
global	13		(adjective)
legal	13		(adjective)
relevant	13		(adjective)
accurate	12		(adjective)
capable	12		(adjective)
dangerous	12		(adjective)
dramatic	11		(adjective)
efficient	11		(adjective)
powerful	11		(adjective)
foreign	10		(adjective)
hungry	10		(adjective)
practical	10		(adjective)
psychological	10		(adjective)
severe	10		(adjective)
suitable	10		(adjective)
numerous	9		(adjective)
sufficient	9		(adjective)
unusual	9		(adjective)
consistent	8		(adjective)
cultural	8		(adjective)
existing	8		(adjective)
famous	8		(adjective)
pure	8		(adjective)
afraid	7		(adjective)
obvious	7		(adjective)
careful	6		(adjective)
latter	6		(adjective)
unhappy	6		(adjective)
acceptable	5		(adjective)
aggressive	5		(adjective)
boring	5		(adjective)
distinct	5		(adjective)
eastern	5		(adjective)
logical	5		(adjective)
reasonable	5		(adjective)
strict	5		(adjective)
administrative	4		(adjective)
automatic	4		(adjective)
civil	4		(adjective)
former	4		(adjective)
massive	4		(adjective)
southern	4		(adjective)
unfair	4		(adjective)
visible	4		(adjective)
alive	3		(adjective)
angry	3		(adjective)
desperate	3		(adjective)
exciting	3		(adjective)
friendly	3		(adjective)
lucky	3		(adjective)
realistic	3		(adjective)
sorry	3		(adjective)
ugly	3		(adjective)
unlikely	3		(adjective)
anxious	2		(adjective)
comprehensive	2		(adjective)
curious	2		(adjective)
impressive	2		(adjective)
informal	2		(adjective)
inner	2		(adjective)
pleasant	2		(adjective)
sexual	2		(adjective)
sudden	2		(adjective)
terrible	2		(adjective)
unable	2		(adjective)
weak	2		(adjective)
wooden	2		(adjective)
asleep	1		(adjective)
confident	1		(adjective)
conscious	1		(adjective)
decent	1		(adjective)
embarrassed	1		(adjective)
guilty	1		(adjective)
lonely	1		(adjective)
mad	1		(adjective)
nervous	1		(adjective)
odd	1		(adjective)
remarkable	1		(adjective)
substantial	1		(adjective)
suspicious	1		(adjective)
tall	1		(adjective)
tiny	1		(adjective)
more	597		(adjective,adverb)
some	501		(adjective,pronoun,adverb)
one	441		(adjective,noun,pronoun)
all	438		(adjective,pronoun,noun)
many	397		(adjective,noun,pronoun)
most	378		(adjective,noun,adverb)
other	369		(adjective,noun,pronoun)
such	236		(adjective,adverb)
even	223		(adjective,verb,adverb)
new	210		(adjective,adverb)
just	208		(adjective,adverb)
good	201		(adjective,noun,adverb)
any	190		(adjective,adverb)
each	173		(adjective,adverb)
much	165		(adjective,adverb)
own	130		(adjective,verb)
great	126		(adjective,noun,adverb)
another	123		(adjective,pronoun)
same	120		(adjective,pronoun,adverb)
few	117		(adjective,noun,pronoun)
free	115		(adjective,adverb,verb)
right	113		(adjective,adverb,noun)
still	112		(adjective,noun,adverb)
best	108		(adjective,adverb,noun)
public	97		(adjective,noun)
human	92		(adjective,noun)
both	91		(adjective,adverb)
local	90		(adjective,noun)
sure	90		(adjective,adverb)
better	86		(adjective,adverb,noun)
general	85		(adjective,noun)
specific	83		(adjective,noun)
enough	82		(adjective,adverb,interjection)
long	82		(adjective,noun,adverb)
small	81		(adjective,adverb)
less	75		(adjective,adverb,preposition)
high	74		(adjective,noun,adverb)
certain	71		(adjective,pronoun)
little	71		(adjective,adverb)
common	69		(adjective,noun)
next	64		(adjective,adverb,noun)
simple	63		(adjective,noun)
hard	61		(adjective,adverb)
past	60		(adjective,noun,preposition)
big	59		(adjective,noun)
possible	59		(adjective,noun)
particular	58		(adjective,noun)
real	58		(adjective,adverb,noun)
major	53		(adjective,noun,verb)
personal	53		(adjective,noun)
current	52		(adjective,noun)
left	52		(adjective,adverb)
national	52		(adjective,noun)
least	50		(adjective,adverb)
natural	50		(adjective,noun,adverb)
physical	50		(adjective,noun)
short	48		(adjective,adverb,noun)
last	47		(adjective,adverb,noun)
single	45		(adjective,noun,verb)
individual	44		(adjective,noun)
main	42		(adjective,noun)
potential	42		(adjective,noun)
professional	42		(adjective,noun)
international	41		(adjective,noun)
lower	41		(adjective,adverb)
open	41		(adjective,verb,noun)
according	40		(adjective,verb)
alternative	39		(adjective,noun)
special	39		(adjective,noun)
working	39		(adjective,noun)
true	38		(adjective,adverb,verb)
whole	38		(adjective,noun,adverb)
clear	35		(adjective,adverb,verb)
dry	35		(adjective,verb,noun)
easy	35		(adjective,adverb,interjection)
cold	34		(adjective,noun,adverb)
commercial	34		(adjective,noun)
full	34		(adjective,adverb,noun)
low	34		(adjective,noun,adverb)
primary	33		(adjective,noun)
worth	33		(adjective,noun)
necessary	31		(adjective,noun)
positive	31		(adjective,noun)
present	30		(adjective,noun,verb)
close	29		(adjective,adverb,verb)
creative	29		(adjective,noun)
green	28		(adjective,noun,verb)
late	28		(adjective,adverb,noun)
fit	27		(adjective,verb,noun)
glad	27		(adjective,noun)
proper	27		(adjective,adverb,noun)
complex	26		(adjective,noun,verb)
content	26		(adjective,verb,noun)
due	26		(adjective,noun,adverb)
effective	26		(adjective,noun)
middle	26		(adjective,noun)
regular	26		(adjective,noun)
fast	25		(adjective,adverb,verb)
independent	25		(adjective,noun)
original	25		(adjective,noun)
wide	25		(adjective,adverb)
beautiful	24		(adjective,noun,interjection)
complete	24		(adjective,verb)
active	23		(adjective,noun)
negative	23		(adjective,noun,interjection)
safe	23		(adjective,noun)
visual	23		(adjective,noun)
wrong	23		(adjective,adverb,noun)
ago	22		(adjective,adverb)
quick	22		(adjective,adverb,noun)
ready	22		(adjective,verb)
straight	21		(adjective,adverb,noun)
white	21		(adjective,noun,verb)
direct	20		(adjective,adverb,verb)
excellent	20		(adjective,interjection)
extra	20		(adjective,adverb,noun)
junior	20		(adjective,noun)
pretty	20		(adjective,adverb,noun)
unique	20		(adjective,noun)
classic	19		(adjective,noun)
final	19		(adjective,noun)
overall	19		(adjective,adverb,noun)
private	19		(adjective,noun)
separate	19		(adjective,verb,noun)
western	19		(adjective,noun)
alone	18		(adjective,adverb)
familiar	18		(adjective,noun)
official	18		(adjective,noun)
perfect	18		(adjective,verb,noun)
bright	17		(adjective,adverb,noun)
broad	17		(adjective,noun)
comfortable	17		(adjective,noun)
flat	17		(adjective,adverb,noun)
rich	17		(adjective,noun)
warm	17		(adjective,verb)
young	17		(adjective,noun)
heavy	16		(adjective,noun,adverb)
valuable	16		(adjective,noun)
correct	15		(adjective,verb)
leading	15		(adjective,noun)
slow	15		(adjective,adverb,verb)
clean	14		(adjective,adverb,verb)
fresh	14		(adjective,adverb)
normal	14		(adjective,noun)
secret	14		(adjective,noun)
tough	14		(adjective,noun)
brown	13		(adjective,noun,verb)
cheap	13		(adjective,adverb)
deep	13		(adjective,noun,adverb)
objective	13		(adjective,noun)
secure	13		(adjective,verb)
thin	13		(adjective,adverb,verb)
chemical	12		(adjective,noun)
cool	12		(adjective,adverb,noun)
extreme	12		(adjective,noun)
exact	11		(adjective,verb)
fair	11		(adjective,adverb,noun)
fine	11		(adjective,adverb,verb)
formal	11		(adjective,noun,adverb)
opposite	11		(adjective,noun,preposition)
remote	11		(adjective,noun)
total	11		(adjective,noun,verb)
vast	11		(adjective,noun)
lost	10		(adjective,verb,idiom)
smooth	10		(adjective,adverb,verb)
dark	9		(adjective,noun,idiom)
double	9		(adjective,noun,verb)
equal	9		(adjective,noun,verb)
firm	9		(adjective,verb,adverb)
frequent	9		(adjective,verb)
internal	9		(adjective,noun)
sensitive	9		(adjective,noun)
constant	8		(adjective,noun)
minor	8		(adjective,noun,verb)
previous	8		(adjective,idiom)
raw	8		(adjective,noun,idiom)
soft	8		(adjective,noun,adverb)
solid	8		(adjective,noun)
weird	8		(adjective,noun)
amazing	7		(adjective,verb)
annual	7		(adjective,noun)
busy	7		(adjective,verb)
dead	7		(adjective,noun,adverb)
false	7		(adjective,adverb,idiom)
round	7		(adjective,noun,adverb)
sharp	7		(adjective,verb,adverb)
thick	7		(adjective,adverb,noun)
wise	7		(adjective,verb,idiom)
equivalent	6		(adjective,noun)
initial	6		(adjective,noun,verb)
narrow	6		(adjective,verb,noun)
nearby	6		(adjective,adverb)
proud	6		(adjective,idiom)
spiritual	6		(adjective,noun)
wild	6		(adjective,adverb,noun)
adult	5		(adjective,noun)
apart	5		(adjective,adverb)
brief	5		(adjective,noun,verb)
crazy	5		(adjective,noun,idiom)
prior	5		(adjective,noun,idiom)
rough	5		(adjective,noun,adverb)
sad	5		(adjective,noun)
sick	5		(adjective,noun,idiom)
strange	5		(adjective,adverb)
external	4		(adjective,noun)
illegal	4		(adjective,noun)
loud	4		(adjective,adverb)
mobile	4		(adjective,noun)
nasty	4		(adjective,noun)
ordinary	4		(adjective,noun)
royal	4		(adjective,noun)
senior	4		(adjective,noun)
super	4		(adjective,adverb,noun)
tight	4		(adjective,adverb)
upper	4		(adjective,noun)
yellow	4		(adjective,noun,verb)
dependent	3		(adjective,noun)
funny	3		(adjective,noun)
gross	3		(adjective,adverb,verb)
ill	3		(adjective,adverb,noun)
spare	3		(adjective,noun,verb)
sweet	3		(adjective,noun)
upstairs	3		(adjective,noun)
usual	3		(adjective,noun)
brave	2		(adjective,noun,verb)
calm	2		(adjective,noun,verb)
dirty	2		(adjective,verb)
downtown	2		(adjective,adverb,noun)
grand	2		(adjective,noun)
honest	2		(adjective,adverb)
loose	2		(adjective,verb)
male	2		(adjective,noun)
quiet	2		(adjective,noun,verb)
brilliant	1		(adjective,noun)
dear	1		(adjective,noun,adverb)
drunk	1		(adjective,noun)
empty	1		(adjective,verb,noun)
female	1		(adjective,noun)
inevitable	1		(adjective,noun)
neat	1		(adjective,noun)
ok	1		(adjective,adverb,noun)
representative	1		(adjective,noun)
silly	1		(adjective,noun)
slight	1		(adjective,verb,noun)
smart	1		(adjective,verb,noun)
stupid	1		(adjective,noun)
temporary	1		(adjective,noun)
weekly	1		(adjective,adverb,noun)
that	1743		(pronoun,adjective,adverb)
this	864		(pronoun,adjective,adverb)
what	461		(pronoun,adjective,adverb)
which	449		(pronoun,adjective)
time	369		(noun,adjective,verb)
these	344		(pronoun,adjective)
work	224		(noun,adjective,verb)
no	213		(adverb,adjective,noun)
only	208		(adverb,adjective,conjunction)
then	179		(adverb,adjective)
first	176		(adverb,adjective)
money	174		(noun,adjective)
over	170		(preposition,adjective,noun)
business	127		(noun,adjective)
his	125		(pronoun,adjective)
game	117		(noun,adjective,verb)
think	116		(verb,adjective,noun)
after	110		(preposition,adjective,adverb)
life	107		(noun,adjective)
day	98		(noun,adjective)
home	72		(noun,adjective,adverb)
economy	71		(noun,adjective)
away	59		(adverb,adjective)
either	57		(conjunction,adjective)
fat	54		(noun,adjective,verb)
key	54		(noun,adjective,verb)
training	54		(noun,adjective)
top	53		(noun,adjective,verb)
level	51		(noun,adjective,verb)
far	46		(adverb,adjective)
fun	46		(noun,adjective,verb)
house	46		(noun,adjective,verb)
kind	43		(noun,adjective)
future	40		(noun,adjective)
action	37		(noun,adjective)
live	35		(verb,adjective,adverb)
period	35		(noun,adjective)
subject	34		(noun,adjective,adverb)
mean	33		(verb,adjective,noun)
stock	32		(noun,adjective,verb)
chance	31		(noun,adjective,verb)
beginning	30		(noun,adjective,verb)
upset	30		(verb,adjective)
chicken	29		(noun,adjective)
head	29		(noun,adjective,verb)
material	29		(noun,adjective)
salt	29		(noun,adjective,verb)
car	28		(noun,adjective)
appropriate	26		(verb,adjective)
inside	26		(noun,adjective,preposition)
outside	26		(noun,adjective,preposition)
standard	26		(noun,adjective)
medium	22		(noun,adjective)
choice	21		(noun,adjective)
north	19		(noun,adjective,adverb)
square	19		(noun,adjective,adverb)
born	17		(verb,adjective,past particple)
capital	17		(noun,adjective)
shot	17		(noun,adjective)
front	16		(noun,adjective,verb)
living	16		(noun,adjective)
plastic	16		(noun,adjective)
express	15		(verb,adjective,adverb)
feeling	14		(noun,adjective)
otherwise	14		(adverb,adjective)
plus	14		(preposition,adjective,noun)
